customer_ID,day,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,total_shopping_pts,cost_mean,cost_min,cost_max,cost_std,unique_cost_count,cost_change_amount,A_nunique,B_nunique,C_nunique,D_nunique,E_nunique,F_nunique,G_nunique,A_n_changes,B_n_changes,C_n_changes,D_n_changes,E_n_changes,F_n_changes,G_n_changes,hour
10099398,0,KY,11646,1,0,15,g,,50,50,0,1.0,1.0,0,1,1,3,0,0,2,650,6,658.1666666666666,641,708,24.677249981849002,3,-58,2,1,2,1,2,2,2,1,0,1,0,1,1,1,12
10099400,3,IN,11513,1,1,18,e,4.0,52,52,0,1.0,1.0,0,1,1,1,0,0,1,560,8,561.5,541,613,22.019471902321875,4,-53,2,1,2,2,1,2,1,1,0,1,1,0,1,0,15
10099403,4,ME,10709,1,0,21,g,,75,75,0,1.0,4.0,0,0,3,3,0,0,1,601,6,625.3333333333334,601,674,37.69703790308552,2,-73,2,2,1,1,2,2,1,1,1,0,0,1,1,0,15
10099404,0,MD,10706,1,0,5,f,4.0,54,54,0,1.0,1.0,1,1,1,1,1,2,2,730,8,714.625,697,730,10.418904521521034,7,10,1,1,2,2,1,2,3,0,0,1,1,0,1,2,14
10099405,2,OR,13134,1,0,9,e,4.0,24,24,0,3.0,8.0,1,0,3,3,0,1,2,625,3,615.0,610,625,8.660254037844387,2,15,1,1,2,2,1,1,1,0,0,1,1,0,0,0,19
10099406,1,NY,12053,1,0,3,e,3.0,48,48,0,3.0,1.0,1,0,3,3,1,0,2,649,6,654.6666666666666,649,661,5.240865068542262,5,-7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16
10099410,0,ND,11012,2,1,2,f,2.0,75,75,1,3.0,13.0,1,0,4,3,0,1,2,610,7,616.7142857142857,602,686,30.646991618070683,5,-76,1,1,2,1,1,2,1,0,0,1,0,0,1,0,15
10099412,4,KY,11128,1,0,15,e,,66,66,0,1.0,3.0,0,0,1,1,0,0,1,618,5,638.2,618,695,31.96404229755681,4,-77,2,2,1,2,2,3,1,1,1,0,1,1,2,0,9
10099413,1,FL,14008,2,1,4,e,3.0,69,65,1,2.0,7.0,1,0,2,2,0,2,4,647,5,644.6,626,656,11.104053313993047,3,21,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13
10099414,4,KY,10010,1,1,11,g,,35,35,0,1.0,6.0,1,0,1,2,0,2,2,615,3,610.6666666666666,602,615,7.505553499465143,2,13,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9
10099416,3,NY,12722,2,1,10,d,1.0,75,75,1,3.0,1.0,1,1,3,3,1,0,2,657,6,658.5,657,662,2.3452078799117078,3,-5,1,1,1,1,1,1,2,0,0,0,0,0,0,1,14
10099417,1,PA,11669,1,0,14,e,3.0,37,16,0,3.0,14.0,1,0,3,3,0,1,3,633,9,631.3333333333334,624,636,3.905124837953321,4,9,1,1,1,1,1,1,2,0,0,0,0,0,0,1,10
10099419,0,FL,12311,1,1,1,f,1.0,62,62,0,4.0,15.0,1,1,4,3,1,2,3,601,4,550.75,468,608,66.48997418157617,4,133,2,2,2,2,2,2,2,1,1,1,1,1,1,1,10
10099422,3,NV,10051,1,0,17,e,3.0,50,50,0,3.0,8.0,0,1,1,1,0,0,2,606,4,616.5,602,655,25.72288216096063,4,-49,2,1,1,2,2,2,2,1,0,0,1,1,1,2,15
10099423,0,NV,11697,2,0,5,c,1.0,56,54,1,3.0,5.0,1,1,1,2,1,2,3,628,9,622.3333333333334,616,628,5.787918451395122,4,10,2,2,1,1,1,2,1,1,1,0,0,0,1,0,12
10099425,3,OH,14532,1,0,16,d,,22,22,0,3.0,7.0,0,0,3,3,0,1,2,595,4,600.5,584,628,19.052558883257653,3,-33,2,2,1,1,2,1,1,1,1,0,0,1,0,0,9
10099426,3,AR,13442,1,0,6,g,4.0,27,27,0,3.0,7.0,1,1,3,3,1,2,4,649,6,650.3333333333334,649,657,3.2659863237109015,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16
10099427,1,FL,12962,2,1,0,f,2.0,75,75,1,3.0,15.0,1,0,3,3,1,1,3,613,5,609.4,600,613,5.6833088953531306,3,13,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13
10099428,1,NY,14874,2,0,6,e,1.0,70,70,1,3.0,9.0,1,1,3,3,0,0,2,575,7,572.4285714285714,540,593,21.2120810141858,6,30,2,2,2,2,2,1,2,1,1,1,1,2,0,1,11
10099429,4,OH,10873,1,0,9,f,,22,22,0,4.0,3.0,1,1,3,3,1,2,3,662,9,659.6666666666666,656,662,2.000000000000003,3,3,1,1,1,1,1,1,2,0,0,0,0,0,0,1,14
10099430,1,OR,10416,1,1,9,e,4.0,23,23,0,2.0,8.0,1,0,1,2,0,1,3,643,6,617.8333333333334,606,643,12.921558213569575,5,30,1,1,2,1,1,2,1,0,0,1,0,0,1,0,14
10099431,3,MD,12920,1,1,6,d,1.0,25,25,0,3.0,9.0,1,1,3,3,1,1,4,639,4,646.5,639,661,9.983319421247959,4,-22,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10099432,2,CO,11565,1,1,6,h,4.0,62,48,1,3.0,1.0,1,0,3,3,0,2,2,623,5,629.0,617,655,14.966629547095765,4,-32,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13
10099433,2,OH,12518,2,1,15,f,,57,50,0,3.0,2.0,0,0,1,1,0,0,3,561,5,576.4,561,635,32.78414250823101,3,-74,2,1,2,2,1,2,2,1,0,1,1,0,1,1,11
10099434,3,WI,12204,1,0,10,e,,19,19,0,2.0,3.0,1,1,3,3,1,1,2,639,3,632.6666666666666,620,639,10.969655114602897,2,19,1,1,1,1,1,2,1,0,0,0,0,0,1,0,9
10099435,0,MS,10404,1,1,5,f,3.0,31,31,0,1.0,3.0,1,1,1,1,1,1,2,646,6,644.5,637,646,3.6742346141747624,2,9,1,1,1,1,1,1,2,0,0,0,0,0,0,1,14
10099436,1,PA,13507,2,0,5,d,,30,30,1,3.0,14.0,1,0,1,2,0,2,2,663,7,660.1428571428571,654,668,6.148944934663504,5,-5,1,1,2,2,1,1,1,0,0,1,1,0,0,0,8
10099438,0,MS,12249,2,0,2,e,,40,31,1,2.0,13.0,1,1,2,3,1,2,2,678,7,665.2857142857143,655,678,9.655987533033299,4,16,1,2,2,2,2,1,1,0,1,1,1,1,0,0,14
10099439,2,IN,12297,1,1,6,g,2.0,29,25,0,3.0,1.0,1,1,3,3,1,2,1,658,9,673.5555555555555,652,720,27.143650782048034,6,2,1,1,1,1,1,1,2,0,0,0,0,0,0,3,15
10099440,4,ND,11152,1,1,13,f,4.0,25,25,0,3.0,9.0,1,1,3,3,0,2,2,631,5,627.2,619,631,5.495452665613642,3,7,1,2,1,1,1,1,1,0,2,0,0,0,0,0,10
10099441,0,WA,13423,1,0,13,d,,39,39,0,3.0,6.0,1,0,2,2,0,2,2,639,7,636.2857142857143,630,646,6.421689437998039,5,-4,1,2,2,1,2,2,2,0,1,1,0,1,1,1,14
10099442,3,CT,10546,1,1,4,e,4.0,36,36,0,4.0,3.0,1,0,4,3,1,0,3,653,10,637.8,626,653,12.664912159190036,4,26,1,2,2,1,1,1,2,0,1,1,0,0,0,1,11
10099443,1,MD,10526,1,0,7,f,4.0,33,33,0,2.0,2.0,1,1,2,2,1,1,1,681,8,684.0,681,689,4.140393356054119,2,-8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
10099447,2,PA,11845,2,1,7,f,,75,64,1,3.0,5.0,1,0,3,3,1,2,2,644,7,648.0,644,662,7.000000000000027,4,-9,1,2,1,1,1,1,1,0,1,0,0,0,0,0,15
10099448,3,AL,12814,1,1,11,g,3.0,47,47,0,3.0,3.0,1,1,3,3,1,2,4,600,4,598.0,592,600,3.9999999999999902,2,8,1,1,1,2,1,2,2,0,0,0,1,0,1,1,16
10099450,0,NH,15902,1,1,8,d,,63,63,0,3.0,6.0,1,0,3,3,1,2,1,602,8,590.75,548,609,23.303892991760602,4,43,2,1,2,2,2,2,2,1,0,1,1,1,1,1,10
10099451,2,FL,10127,2,1,7,f,3.0,75,74,1,2.0,15.0,1,0,2,2,0,1,3,608,5,595.6,540,610,31.093407661432035,3,68,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10099452,0,OH,15101,1,0,9,e,4.0,25,25,0,3.0,9.0,1,1,3,3,1,2,3,645,5,631.2,625,645,8.378544026261357,4,20,1,1,1,1,1,1,2,0,0,0,0,0,0,1,10
10099454,3,OH,11492,1,0,13,f,,22,22,0,4.0,6.0,0,0,4,3,0,1,3,642,3,637.3333333333334,635,642,4.041451884327364,2,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10099455,3,TN,14907,1,0,2,e,2.0,56,56,0,1.0,15.0,1,0,1,2,1,2,2,616,5,620.6,616,639,10.285912696499027,2,-23,1,2,2,2,1,2,2,0,1,1,1,0,1,1,13
10099457,1,NY,10788,1,0,9,f,3.0,29,29,0,1.0,1.0,0,0,1,1,0,0,2,718,3,721.6666666666666,718,729,6.3508529610858755,2,-11,1,1,1,1,1,1,2,0,0,0,0,0,0,1,16
10099459,4,PA,14615,1,0,16,f,,34,34,0,1.0,3.0,0,0,1,2,0,0,3,606,7,607.5714285714286,600,617,5.883795341363232,5,6,1,1,1,2,1,1,3,0,0,0,1,0,0,2,8
10099460,2,WA,16284,1,1,11,e,3.0,62,62,0,3.0,6.0,2,1,3,3,1,1,3,594,8,594.875,592,602,3.1819805153394523,5,-2,2,1,1,1,1,1,2,1,0,0,0,0,0,1,16
10099463,4,CT,13465,1,0,7,e,4.0,64,64,0,4.0,2.0,2,1,4,3,1,0,1,637,5,632.6,623,637,6.387487769068534,3,14,2,2,2,1,2,1,1,1,1,1,0,1,0,0,12
10099464,1,AL,10453,1,1,14,f,3.0,72,72,0,2.0,2.0,1,1,2,2,0,1,2,643,3,647.3333333333334,639,660,11.150485789118493,3,-17,1,1,1,1,2,2,2,0,0,0,0,1,1,1,10
10099466,4,MO,12699,1,0,5,f,1.0,48,48,0,2.0,4.0,2,0,2,3,0,1,2,561,8,562.375,561,567,2.5599944196367748,3,-6,2,1,2,1,1,2,1,1,0,1,0,0,1,0,15
10099468,0,NY,11380,2,1,12,e,1.0,75,75,1,3.0,4.0,1,1,3,2,1,0,2,630,5,628.4,626,630,2.190890230020654,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10099471,0,OK,13050,2,0,11,d,4.0,30,26,1,2.0,4.0,0,1,2,2,0,0,2,587,6,581.8333333333334,538,594,21.63715939458474,5,49,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
10099476,4,ID,10899,2,0,15,g,1.0,64,63,1,2.0,9.0,1,1,2,2,1,1,2,594,9,593.6666666666666,591,594,1.0000000000000036,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16
10099477,2,CT,11695,3,0,7,f,,63,32,1,3.0,7.0,1,0,3,3,1,0,4,716,6,715.1666666666666,705,722,5.564770136013415,5,11,2,1,1,2,1,2,2,2,0,0,1,0,1,1,11
10099480,4,TN,13598,1,1,0,c,1.0,58,58,0,2.0,10.0,1,1,2,2,1,2,2,601,6,598.8333333333334,588,601,5.307227776030232,2,13,1,1,1,1,1,2,1,0,0,0,0,0,1,0,12
10099481,4,FL,11244,2,1,8,g,1.0,66,60,1,3.0,8.0,1,1,3,3,1,2,4,642,8,647.0,622,672,18.578020808010137,6,-30,1,1,1,1,1,1,2,0,0,0,0,0,0,1,9
10099482,1,PA,11449,1,1,4,g,,42,42,0,3.0,2.0,1,1,1,1,1,2,1,696,8,706.625,693,736,18.65427947837018,4,-40,1,2,1,2,2,2,1,0,1,0,1,2,1,0,16
10099484,4,OR,11179,1,0,1,e,4.0,26,26,0,0.0,0.0,1,0,2,2,0,2,2,622,5,617.6,592,626,14.449913494550762,3,30,2,1,2,2,1,2,2,1,0,1,1,0,1,1,0
10099485,4,FL,11586,1,1,7,f,1.0,61,61,0,4.0,2.0,1,1,4,3,1,2,3,607,9,606.8888888888889,597,612,5.134307266916471,4,10,1,2,2,1,2,1,1,0,1,3,0,1,0,0,13
10099486,0,NY,10612,1,0,1,g,1.0,28,28,0,3.0,1.0,1,1,3,3,1,0,4,634,4,628.25,619,634,6.44851404071769,3,15,1,1,1,1,1,1,2,0,0,0,0,0,0,1,15
10099491,4,DE,16042,1,1,17,f,1.0,70,70,0,3.0,11.0,0,0,3,3,0,0,4,584,7,575.5714285714286,545,584,14.385839598451671,4,39,1,1,2,2,1,1,1,0,0,1,1,0,0,0,16
10099492,4,PA,10650,1,0,2,g,,20,20,0,3.0,2.0,2,1,1,3,0,1,3,690,2,695.0,690,700,7.0710678118654755,2,-10,2,1,1,1,1,1,2,1,0,0,0,0,0,1,15
10099494,4,FL,14324,2,0,2,e,1.0,42,35,0,1.0,2.0,1,0,1,1,0,2,3,610,5,618.8,604,635,14.989996664442574,3,-25,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10099495,4,OR,10802,1,1,14,e,3.0,52,52,0,3.0,14.0,2,0,3,3,0,3,2,548,2,543.0,538,548,7.0710678118654755,2,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
10099496,0,MT,13269,1,0,8,e,3.0,36,36,0,1.0,5.0,2,0,1,3,0,3,3,666,9,665.0,656,672,5.545268253204707,5,10,1,1,1,1,1,1,3,0,0,0,0,0,0,3,18
10099497,1,NY,12099,3,1,11,e,3.0,47,26,1,1.0,3.0,0,0,1,2,0,0,3,706,10,707.8,706,712,2.4855135843076495,4,-1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,11
10099501,1,IN,10437,1,1,2,f,,75,75,0,2.0,4.0,2,0,2,2,0,2,3,627,3,627.0,627,627,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,10
10099503,1,OR,12972,2,0,14,f,4.0,50,46,0,4.0,5.0,1,1,4,3,1,1,3,642,9,639.5555555555555,628,646,5.456901847914952,5,14,1,2,1,1,2,1,2,0,1,0,0,1,0,1,15
10099504,4,FL,10615,2,1,13,g,2.0,68,42,0,1.0,3.0,0,1,1,3,0,0,3,620,7,624.5714285714286,620,628,4.276179870598771,2,-8,1,2,2,1,1,1,2,0,1,1,0,0,0,1,15
10099505,3,NY,15866,1,0,8,f,2.0,49,49,0,1.0,2.0,0,0,2,2,0,0,2,750,10,750.0,750,750,0.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10099506,0,TN,15533,1,0,5,f,,58,58,0,2.0,6.0,2,1,2,3,1,2,1,608,7,618.4285714285714,591,630,14.022091413874307,5,17,1,2,1,2,1,1,2,0,1,0,1,0,0,1,14
10099508,0,OH,10939,1,1,7,e,,22,22,0,3.0,1.0,1,0,3,3,0,2,3,664,8,675.375,664,748,29.4469862634532,3,-84,1,1,1,1,1,1,2,0,0,0,0,0,0,1,14
10099509,2,ID,15564,2,1,9,f,4.0,36,34,1,3.0,12.0,1,1,3,3,0,2,3,587,6,562.0,522,587,28.719331468542222,6,58,3,2,2,2,1,3,3,2,1,1,1,0,2,2,16
10099510,4,FL,10670,1,0,3,f,3.0,75,75,0,3.0,7.0,1,1,3,2,1,1,3,685,7,687.0,659,705,19.356308187943956,4,26,1,1,2,1,1,2,1,0,0,1,0,0,1,0,15
10099513,2,KY,14707,2,0,13,d,,40,18,0,3.0,8.0,1,1,1,3,0,2,1,667,7,658.7142857142857,622,667,16.22461387023111,4,45,2,2,1,2,1,2,1,1,1,0,1,0,1,0,16
10099514,2,OH,13129,1,1,8,g,4.0,39,39,0,3.0,9.0,1,1,3,3,1,2,3,578,6,579.5,578,583,2.3452078799117078,3,-5,1,1,1,1,1,2,1,0,0,0,0,0,1,0,11
10099515,3,FL,11364,1,1,12,d,1.0,75,75,0,1.0,15.0,1,1,1,3,1,1,2,689,7,687.8571428571429,684,691,2.7342623276105997,3,-2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,10
10099516,0,FL,10401,1,0,9,g,2.0,22,22,0,3.0,5.0,2,0,1,3,0,3,3,655,3,658.0,655,660,2.6457513110645907,3,-4,1,1,2,2,1,1,1,0,0,2,1,0,0,0,9
10099517,2,MD,11481,1,1,13,e,1.0,63,63,0,3.0,15.0,1,0,3,2,1,1,2,613,6,609.0,598,613,6.0332412515993346,4,15,1,1,1,1,2,1,1,0,0,0,0,1,0,0,9
10099518,1,AL,10912,1,0,1,f,3.0,25,25,0,2.0,6.0,2,1,1,1,0,3,1,618,8,620.25,611,640,8.464210367356019,4,-22,2,1,1,1,1,2,1,1,0,0,0,0,1,0,15
10099519,4,TN,11074,1,0,7,g,,51,51,0,2.0,5.0,1,1,2,2,0,2,1,647,8,672.5,647,728,32.86335345030996,4,-81,1,1,1,1,2,2,2,0,0,0,0,1,1,1,11
10099520,1,NH,11184,1,1,10,f,,70,70,0,3.0,1.0,0,0,3,3,0,1,1,564,11,578.0,557,638,28.167356993512943,5,-74,2,2,1,1,2,1,2,1,1,0,0,1,0,1,11
10099521,4,OR,10802,1,1,11,e,4.0,50,50,0,4.0,0.0,1,0,4,3,0,1,2,573,6,572.0,570,573,1.5491933384829741,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10099522,2,UT,14946,1,0,5,h,,37,37,0,2.0,2.0,1,1,2,3,1,1,2,703,9,685.6666666666666,614,714,37.78557925981816,4,89,2,2,2,1,2,2,1,1,1,2,0,1,1,0,16
10099525,0,KS,12437,1,0,7,f,,21,21,0,3.0,5.0,2,0,2,2,0,3,2,734,6,744.1666666666666,734,753,8.750238091998819,4,-8,2,1,2,2,1,2,2,1,0,1,1,0,1,1,14
10099526,1,WA,14711,2,1,4,g,1.0,75,75,1,3.0,2.0,1,1,3,3,1,1,1,661,6,697.0,654,747,45.356366697521096,5,-62,2,1,2,3,1,2,2,1,0,1,2,0,1,1,13
10099527,0,PA,10813,1,1,9,f,2.0,75,75,0,3.0,15.0,1,0,3,3,0,1,3,604,8,604.0,597,611,3.7416573867739413,3,-7,1,1,1,2,1,1,2,0,0,0,1,0,0,1,11
10099528,2,PA,12978,1,1,5,e,,41,41,0,1.0,12.0,1,1,1,3,1,1,2,665,3,657.0,626,680,27.874719729532707,3,39,2,2,1,2,2,2,1,1,1,0,1,1,1,0,10
10099530,2,KS,11134,1,0,1,h,,33,33,0,3.0,7.0,1,0,3,3,1,1,2,651,2,652.5,651,654,2.1213203435596424,2,-3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10099531,3,FL,13986,1,1,1,e,2.0,65,65,0,1.0,15.0,1,0,2,3,1,2,3,637,7,627.0,600,640,14.866068747318534,4,37,2,1,1,1,2,2,1,1,0,0,0,1,1,0,12
10099535,4,FL,11764,1,1,10,e,1.0,59,59,0,3.0,1.0,0,0,4,3,0,2,4,564,2,542.0,520,564,31.11269837220809,2,44,1,1,2,1,1,2,1,0,0,1,0,0,1,0,9
10099536,2,AL,12681,1,1,1,f,,52,52,0,4.0,1.0,1,0,4,3,0,2,2,644,8,660.75,640,692,21.638259766309417,7,-48,1,2,2,1,1,1,1,0,1,2,0,0,0,0,14
10099538,3,NY,14147,1,1,1,e,2.0,52,52,0,3.0,7.0,1,0,3,3,0,0,2,612,4,609.5,607,612,2.886751345948145,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10099539,4,OK,12685,1,0,9,e,,28,28,0,2.0,4.0,0,1,1,2,0,0,2,600,4,616.5,600,638,19.485036994233976,3,-28,3,2,1,2,2,2,1,2,1,0,1,2,1,0,10
10099540,1,PA,15373,1,0,8,d,,29,29,0,3.0,12.0,1,0,3,3,0,2,4,660,5,676.6,650,755,44.02044979324951,4,10,1,1,1,1,1,1,2,0,0,0,0,0,0,2,17
10099542,4,FL,10024,1,1,9,f,2.0,73,73,0,3.0,4.0,1,1,4,3,1,1,3,637,9,630.8888888888889,619,645,8.838049055708563,6,-8,1,1,2,1,1,2,1,0,0,1,0,0,1,0,8
10099544,3,KY,10690,1,0,20,e,,31,31,0,1.0,2.0,0,0,1,1,0,0,2,662,7,659.7142857142857,646,662,6.047431568147654,2,16,1,1,1,1,1,1,2,0,0,0,0,0,0,1,14
10099545,2,NM,11308,2,0,17,f,,34,30,1,1.0,5.0,0,0,2,2,0,0,2,607,3,601.6666666666666,591,607,9.23760430703402,2,16,1,1,2,2,1,1,3,0,0,1,1,0,0,2,18
10099546,2,MO,12074,1,1,4,f,3.0,52,52,0,3.0,2.0,1,1,3,3,1,2,2,601,3,589.0,583,601,10.392304845413264,2,18,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11
10099548,3,OH,12498,1,0,1,f,,22,22,0,4.0,7.0,1,1,3,3,1,1,3,678,3,682.3333333333334,678,689,5.859465277082326,3,-2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,14
10099549,1,UT,12581,1,0,10,e,,21,21,0,3.0,5.0,2,0,3,2,0,3,2,616,3,621.0,616,627,5.5677643628300215,3,-4,1,1,1,1,1,1,2,0,0,0,0,0,0,1,17
10099552,4,CT,12700,1,1,1,g,4.0,34,34,0,3.0,5.0,1,0,3,3,0,0,1,646,4,643.25,634,659,11.92686044187655,3,12,1,1,1,1,1,1,2,0,0,0,0,0,0,1,9
10099553,3,CT,14352,1,0,1,f,4.0,27,27,0,4.0,5.0,1,0,4,3,0,0,1,638,10,634.6,617,648,11.027239001672182,5,13,1,1,3,1,1,1,1,0,0,2,0,0,0,0,12
10099554,2,KS,13072,1,1,16,f,,27,27,0,2.0,6.0,0,0,2,2,0,0,2,559,7,557.7142857142857,542,565,7.739816658342868,5,17,1,1,1,1,1,1,3,0,0,0,0,0,0,4,13
10099555,2,KS,15216,2,1,6,d,3.0,33,32,1,2.0,6.0,1,0,3,3,0,2,1,577,5,585.8,577,614,16.05303709582706,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,17
10099557,0,OK,11036,2,0,5,e,,52,25,0,1.0,12.0,2,0,1,2,0,3,2,651,5,636.4,596,651,23.028243528328435,3,55,2,1,1,2,1,2,2,1,0,0,1,0,1,1,16
10099558,3,AR,15488,1,1,12,e,4.0,72,72,0,2.0,15.0,1,1,2,3,1,1,1,631,3,624.3333333333334,618,631,6.506407098647697,3,13,1,1,2,2,1,1,1,0,0,1,1,0,0,0,19
10099559,0,TN,10108,1,1,7,e,2.0,68,68,0,3.0,2.0,1,0,3,3,1,1,1,572,6,570.5,562,579,5.856620185738526,4,6,2,2,1,1,1,2,1,1,1,0,0,0,1,0,9
10099560,3,NY,13179,2,1,9,g,2.0,59,18,0,3.0,15.0,1,1,3,3,1,0,3,633,7,634.1428571428571,633,639,2.2677868380553656,3,-6,1,2,1,1,2,1,1,0,1,0,0,1,0,0,15
10099561,0,GA,15703,2,1,9,f,,63,55,1,3.0,0.0,1,1,3,3,1,2,2,625,4,613.0,585,625,18.76166303929372,3,40,2,2,1,1,2,3,2,1,1,0,0,1,2,1,9
10099564,1,OR,13074,1,1,19,g,4.0,72,72,0,3.0,11.0,1,0,3,3,0,1,2,566,2,573.0,566,580,9.899494936611665,2,-14,1,2,1,1,1,1,2,0,1,0,0,0,0,1,10
10099565,0,NY,14223,1,0,8,e,4.0,29,29,0,2.0,5.0,2,1,1,2,1,0,2,741,12,735.5,725,757,8.512023581648814,7,-16,1,1,2,2,1,1,2,0,0,1,1,0,0,1,10
10099566,3,NH,10348,1,0,10,f,,24,24,0,3.0,8.0,1,0,3,3,0,2,1,623,5,624.0,623,626,1.4142135623730825,3,-3,1,2,1,1,2,2,1,0,1,0,0,1,1,0,9
10099567,1,MT,12759,2,1,1,d,4.0,63,19,0,4.0,4.0,2,1,3,2,1,2,3,652,8,631.875,570,662,38.46496550666038,4,82,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11
10099569,1,WA,10040,1,1,26,b,,43,43,0,3.0,15.0,0,0,3,2,0,1,3,605,3,601.3333333333334,597,605,4.041451884327367,3,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
10099570,4,FL,10829,2,1,2,f,1.0,65,42,1,1.0,15.0,1,1,1,3,0,1,3,594,7,606.5714285714286,594,614,7.892129895390388,5,-6,1,1,1,2,2,2,1,0,0,0,1,1,1,0,14
10099571,0,FL,11318,1,0,5,e,2.0,22,22,0,3.0,2.0,1,1,2,3,1,2,3,742,4,748.0,742,766,12.0,2,-24,1,1,2,1,1,1,2,0,0,1,0,0,0,1,12
10099573,0,WV,16377,1,1,7,g,3.0,57,57,0,1.0,15.0,1,0,1,1,1,2,2,633,6,632.5,624,635,4.277849927241481,3,9,1,2,1,1,1,1,1,0,1,0,0,0,0,0,14
10099574,1,FL,10141,2,0,9,f,1.0,67,65,1,3.0,11.0,1,0,3,3,1,1,3,583,8,585.375,583,595,3.99776723398736,4,-12,1,1,1,1,1,1,2,0,0,0,0,0,0,1,11
10099575,4,PA,11656,1,1,18,e,,36,36,0,1.0,3.0,0,0,1,2,0,0,1,632,4,646.25,632,684,25.276800957927144,3,-52,2,2,1,1,2,2,1,1,1,0,0,1,1,0,15
10099577,0,FL,13520,1,0,15,f,1.0,36,36,0,2.0,3.0,1,1,2,3,1,1,3,626,6,627.6666666666666,625,636,4.131182235954585,4,-1,2,2,2,1,2,2,1,1,1,1,0,1,1,0,13
10099579,2,FL,10214,1,0,7,d,2.0,68,68,0,1.0,3.0,2,0,1,3,1,3,3,640,9,644.3333333333334,640,663,7.810249675906649,3,-23,2,1,2,1,1,2,1,2,0,1,0,0,1,0,15
10099580,0,PA,10497,1,0,14,d,,58,58,0,1.0,2.0,0,0,3,3,0,0,2,624,5,637.4,624,679,23.82855429941146,3,-55,1,1,2,2,1,1,2,0,0,1,1,0,0,2,11
10099582,0,OK,12037,1,1,9,d,3.0,56,56,0,3.0,5.0,0,0,1,2,0,0,2,579,7,578.4285714285714,577,585,2.992052966172379,3,-6,1,1,1,2,1,1,2,0,0,0,1,0,0,1,14
10099583,2,FL,10285,1,1,2,f,1.0,55,55,0,4.0,4.0,1,0,3,3,0,2,3,599,5,603.8,599,612,6.220932405998311,4,-10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,15
10099584,4,FL,12751,1,0,3,e,4.0,69,69,0,4.0,6.0,1,0,1,3,0,1,3,721,8,710.125,691,721,8.609587678861264,7,7,1,2,2,1,2,1,1,0,1,1,0,1,0,0,14
10099585,1,NM,12663,1,1,8,f,1.0,61,61,0,4.0,6.0,2,1,4,3,1,1,3,610,6,605.0,593,614,9.423375191511798,3,17,2,1,2,2,1,1,1,3,0,3,3,0,0,0,19
10099590,2,PA,10267,1,0,7,f,,32,32,0,2.0,2.0,1,1,2,3,1,1,2,698,11,699.5454545454545,695,718,6.743346889544337,4,-20,1,1,2,1,1,1,1,0,0,1,0,0,0,0,14
10099591,2,PA,12600,1,1,14,d,,56,56,0,3.0,3.0,0,1,3,3,0,0,1,550,2,548.5,547,550,2.1213203435596424,2,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,13
10099592,3,MS,13002,1,1,9,g,,62,62,0,1.0,10.0,1,1,1,2,1,2,2,662,2,669.0,662,676,9.899494936611665,2,-14,1,1,1,1,1,1,1,0,0,0,0,0,0,0,17
10099593,1,OR,10802,1,0,11,e,2.0,75,75,0,1.0,0.0,0,1,1,1,0,0,2,613,6,615.0,613,619,2.75680975041804,4,-1,1,2,1,1,1,1,1,0,2,0,0,0,0,0,12
10099594,3,IN,11884,1,1,5,g,4.0,32,32,0,3.0,2.0,1,1,3,3,0,2,1,635,4,639.75,635,645,5.500000000000017,3,-9,1,2,1,1,1,1,1,0,1,0,0,0,0,0,6
